年度學期,星期,小時,時間區間,平均功率_kW
114-2,星期二,12,12:00~13:00,123.86666666666666
114-2,星期二,13,13:00~14:00,118.20666666666665
114-2,星期二,14,14:00~15:00,131.18222222222224
114-2,星期二,15,15:00~16:00,128.35666666666668
114-2,星期二,16,16:00~17:00,124.42555555555555
114-2,星期二,17,17:00~18:00,111.33333333333333
114-2,星期二,18,18:00~19:00,89.46111111111111
114-2,星期二,19,19:00~20:00,39.70375
114-2,星期二,20,20:00~21:00,36.214999999999996
114-2,星期二,21,21:00~22:00,35.098749999999995
114-2,星期二,22,22:00~23:00,36.02888888888889
114-2,星期二,23,23:00~24:00,34.692499999999995
114-2,星期三,0,00:00~01:00,35.68888888888889
114-2,星期三,1,01:00~02:00,34.88444444444444
114-2,星期三,2,02:00~03:00,34.96666666666666
114-2,星期三,3,03:00~04:00,33.596666666666664
114-2,星期三,4,04:00~05:00,38.0
114-2,星期三,5,05:00~06:00,34.803333333333335
114-2,星期三,6,06:00~07:00,35.416666666666664
114-2,星期三,7,07:00~08:00,37.37875
114-2,星期三,8,08:00~09:00,50.64
114-2,星期三,9,09:00~10:00,79.61125000000001
114-2,星期三,10,10:00~11:00,98.4688888888889
114-2,星期三,11,11:00~12:00,100.60666666666667
114-2,星期三,12,12:00~13:00,102.89222222222222
114-2,星期三,13,13:00~14:00,106.5988888888889
114-2,星期三,14,14:00~15:00,108.27250000000001
114-2,星期三,15,15:00~16:00,116.5688888888889
114-2,星期三,16,16:00~17:00,115.42666666666666
114-2,星期三,17,17:00~18:00,104.86555555555556
114-2,星期三,18,18:00~19:00,78.5111111111111
114-2,星期三,19,19:00~20:00,41.17375
114-2,星期三,20,20:00~21:00,39.19222222222223
114-2,星期三,21,21:00~22:00,37.699999999999996
114-2,星期三,22,22:00~23:00,38.01
114-2,星期三,23,23:00~24:00,36.15875
114-2,星期四,0,00:00~01:00,34.947500000000005
114-2,星期四,1,01:00~02:00,35.47888888888889
114-2,星期四,2,02:00~03:00,35.843333333333334
114-2,星期四,3,03:00~04:00,33.644444444444446
114-2,星期四,4,04:00~05:00,36.54875
114-2,星期四,5,05:00~06:00,34.44333333333333
114-2,星期四,6,06:00~07:00,34.33
114-2,星期四,7,07:00~08:00,37.8111111111111
114-2,星期四,8,08:00~09:00,60.12222222222223
114-2,星期四,9,09:00~10:00,80.29666666666668
114-2,星期四,10,10:00~11:00,106.97888888888889
114-2,星期四,11,11:00~12:00,125.67666666666666
114-2,星期四,12,12:00~13:00,118.69888888888889
114-2,星期四,13,13:00~14:00,117.21333333333334
114-2,星期四,14,14:00~15:00,122.70333333333332
114-2,星期四,15,15:00~16:00,123.60777777777778
114-2,星期四,16,16:00~17:00,124.84444444444443
114-2,星期四,17,17:00~18:00,114.88111111111112
114-2,星期四,18,18:00~19:00,101.46000000000001
114-2,星期四,19,19:00~20:00,48.24555555555556
114-2,星期四,20,20:00~21:00,38.81444444444444
114-2,星期四,21,21:00~22:00,36.53333333333333
114-2,星期四,22,22:00~23:00,35.647777777777776
114-2,星期四,23,23:00~24:00,37.034444444444446
114-2,星期五,0,00:00~01:00,34.46125
114-2,星期五,1,01:00~02:00,34.168888888888894
114-2,星期五,2,02:00~03:00,35.44125
114-2,星期五,3,03:00~04:00,34.25333333333333
114-2,星期五,4,04:00~05:00,37.74875
114-2,星期五,5,05:00~06:00,33.989999999999995
114-2,星期五,6,06:00~07:00,34.24111111111111
114-2,星期五,7,07:00~08:00,35.51875
114-2,星期五,8,08:00~09:00,54.952222222222225
114-2,星期五,9,09:00~10:00,77.0311111111111
114-2,星期五,10,10:00~11:00,82.11
114-2,星期五,11,11:00~12:00,88.13222222222223
114-2,星期五,12,12:00~13:00,81.38333333333334
114-2,星期五,13,13:00~14:00,78.20222222222223
114-2,星期五,14,14:00~15:00,78.96222222222222
114-2,星期五,15,15:00~16:00,84.75666666666667
114-2,星期五,16,16:00~17:00,80.65777777777778
114-2,星期五,17,17:00~18:00,73.32666666666667
114-2,星期五,18,18:00~19:00,41.375
114-2,星期五,19,19:00~20:00,36.105
114-2,星期五,20,20:00~21:00,36.44875
114-2,星期五,21,21:00~22:00,36.746249999999996
114-2,星期五,22,22:00~23:00,36.70222222222222
114-2,星期五,23,23:00~24:00,35.6925
114-2,星期六,0,00:00~01:00,33.97625
114-2,星期六,1,01:00~02:00,35.40555555555555
114-2,星期六,2,02:00~03:00,34.8325
114-2,星期六,3,03:00~04:00,33.093333333333334
114-2,星期六,4,04:00~05:00,35.74444444444444
114-2,星期六,5,05:00~06:00,34.217777777777776
114-2,星期六,6,06:00~07:00,32.849999999999994
114-2,星期六,7,07:00~08:00,36.68375
114-2,星期六,8,08:00~09:00,67.39888888888888
114-2,星期六,9,09:00~10:00,67.79666666666668
114-2,星期六,10,10:00~11:00,73.17375
114-2,星期六,11,11:00~12:00,66.9075
114-2,星期六,12,12:00~13:00,75.24125000000001
114-2,星期六,13,13:00~14:00,84.2425
114-2,星期六,14,14:00~15:00,80.36000000000001
114-2,星期六,15,15:00~16:00,74.36375
114-2,星期六,16,16:00~17:00,70.84
114-2,星期六,17,17:00~18:00,69.73125
114-2,星期六,18,18:00~19:00,35.25625
114-2,星期六,19,19:00~20:00,33.86
114-2,星期六,20,20:00~21:00,33.521249999999995
114-2,星期六,21,21:00~22:00,33.485
114-2,星期六,22,22:00~23:00,33.52875
114-2,星期六,23,23:00~24:00,33.36571428571428
114-2,星期日,0,00:00~01:00,33.107142857142854
114-2,星期日,1,01:00~02:00,34.43625
114-2,星期日,2,02:00~03:00,34.912499999999994
114-2,星期日,3,03:00~04:00,33.81625
114-2,星期日,4,04:00~05:00,36.697500000000005
114-2,星期日,5,05:00~06:00,33.9825
114-2,星期日,6,06:00~07:00,33.14
114-2,星期日,7,07:00~08:00,38.92857142857143
114-2,星期日,8,08:00~09:00,59.698750000000004
114-2,星期日,9,09:00~10:00,61.35875
114-2,星期日,10,10:00~11:00,51.67571428571428
114-2,星期日,11,11:00~12:00,75.0
114-2,星期日,12,12:00~13:00,73.74125000000001
114-2,星期日,13,13:00~14:00,52.51875
114-2,星期日,14,14:00~15:00,53.15
114-2,星期日,15,15:00~16:00,52.72
114-2,星期日,16,16:00~17:00,52.94625
114-2,星期日,17,17:00~18:00,50.25375
114-2,星期日,18,18:00~19:00,37.84375
114-2,星期日,19,19:00~20:00,35.305
114-2,星期日,20,20:00~21:00,35.02375000000001
114-2,星期日,21,21:00~22:00,34.8325
114-2,星期日,22,22:00~23:00,35.16125
114-2,星期日,23,23:00~24:00,34.865
