年度學期,星期,小時,時間區間,平均功率_kW,星期六基礎功率_kW,扣除基礎後功率_kW
114-2,星期四,12,12:00~13:00,118.69888888888887,75.24125000000001,43.457638888888866
114-2,星期四,13,13:00~14:00,117.21333333333334,84.2425,32.97083333333333
114-2,星期四,14,14:00~15:00,122.70333333333332,80.36000000000001,42.343333333333305
114-2,星期四,15,15:00~16:00,123.60777777777778,74.36375,49.24402777777779
114-2,星期四,16,16:00~17:00,124.84444444444443,70.84,54.00444444444443
114-2,星期四,17,17:00~18:00,114.88111111111112,69.73125,45.14986111111112
114-2,星期五,7,07:00~08:00,35.51875,36.68375,-1.1650000000000063
114-2,星期五,8,08:00~09:00,54.95222222222223,67.39888888888888,-12.446666666666644
114-2,星期五,9,09:00~10:00,77.0311111111111,67.79666666666668,9.23444444444442
114-2,星期五,10,10:00~11:00,82.11,73.17375,8.936250000000001
114-2,星期五,11,11:00~12:00,88.13222222222223,66.9075,21.224722222222226
114-2,星期五,12,12:00~13:00,81.38333333333334,75.24125000000001,6.142083333333332
114-2,星期五,13,13:00~14:00,78.20222222222223,84.2425,-6.040277777777774
114-2,星期五,14,14:00~15:00,78.96222222222222,80.36000000000001,-1.3977777777777902
114-2,星期五,15,15:00~16:00,84.75666666666667,74.36375,10.392916666666679
114-2,星期五,16,16:00~17:00,80.65777777777778,70.84,9.817777777777778
114-2,星期五,17,17:00~18:00,73.32666666666667,69.73125,3.595416666666665
